release_date,movie,production_budget,domestic_gross,worldwide_gross
06/30/2006,The Blood of My Brother: A Story of Death in Iraq,"$120,000",$0,$0
06/30/2004,Spider-Man 2,"$200,000,000","$373,524,485","$795,110,670"
06/30/2000,The Adventures of Rocky & Bullwinkle,"$76,000,000","$26,000,610","$35,129,610"
06/30/2000,The Perfect Storm,"$120,000,000","$182,618,434","$328,711,434"
06/30/1999,Wild Wild West,"$175,000,000","$113,805,681","$221,229,335"
06/30/1999,"South Park: Bigger, Longer & Uncut","$21,000,000","$52,037,603","$52,037,603"
06/30/1995,Apollo 13,"$65,000,000","$173,772,767","$335,802,271"
06/30/1995,Judge Dredd,"$85,000,000","$34,687,912","$113,487,912"
06/30/1993,The Firm,"$42,000,000","$158,340,892","$270,340,892"
06/30/1989,Do the Right Thing,"$6,000,000","$26,004,026","$26,004,026"
06/30/1985,Day of the Dead,"$3,500,000","$5,804,262","$34,004,262"
06/30/1979,Dolphin,"$170,000","$14,000","$14,000"
06/30/1972,Deep Throat,"$25,000","$45,000,000","$45,000,000"
06/30/1972,Conquest of the Planet of the Apes,"$1,700,000","$9,700,000","$9,700,000"
06/30/1971,Willy Wonka & the Chocolate Factory,"$3,000,000","$4,000,000","$4,000,000"
06/29/2018,Sicario: Day of the Soldado,"$35,000,000","$50,065,850","$75,885,196"
06/29/2018,Uncle Drew,"$18,000,000","$42,469,946","$46,527,161"
06/29/2012,Tyler Perry's Madea's Witness Protection,"$20,000,000","$65,653,242","$66,950,887"
06/29/2012,Magic Mike,"$7,000,000","$113,721,571","$170,549,753"
06/29/2012,People Like Us,"$16,000,000","$12,431,792","$12,617,472"
06/29/2012,Ted,"$50,000,000","$218,665,740","$556,016,627"
06/29/2011,Transformers: Dark of the Moon,"$195,000,000","$352,390,543","$1,123,790,543"
06/29/2007,Chacun sa nuit,"$1,900,000","$18,435","$139,317"
06/29/2007,Evening,"$30,000,000","$12,406,646","$12,885,574"
06/29/2007,Ratatouille,"$150,000,000","$206,445,654","$626,549,695"
06/29/2005,War of the Worlds,"$132,000,000","$234,280,354","$606,836,535"
06/29/2001,Pandaemonium,"$15,000,000",$0,$0
06/29/2001,crazy/beautiful,"$13,000,000","$16,929,123","$19,929,123"
06/29/2001,Pootie Tang,"$3,500,000","$3,293,258","$3,293,258"
06/29/2001,Artificial Intelligence: AI,"$90,000,000","$78,616,689","$235,900,000"
06/29/1984,Conan the Destroyer,"$18,000,000","$26,400,000","$26,400,000"
06/29/1979,Moonraker,"$31,000,000","$70,300,000","$210,300,000"
06/28/2017,Baby Driver,"$34,000,000","$107,825,862","$228,104,185"
06/28/2013,Detention of the Dead,"$500,000","$1,778","$1,778"
06/28/2013,Redemption,"$23,000,000","$36,686","$13,593,473"
06/28/2013,The Heat,"$43,000,000","$159,581,587","$229,727,774"
06/28/2013,White House Down,"$150,000,000","$73,103,784","$205,440,387"
06/28/2011,2:13,"$3,500,000",$0,$0
06/28/2006,Who Killed the Electric Car?,"$1,000,000","$1,678,874","$1,849,392"
06/28/2006,The Motel,"$250,000","$51,540","$51,540"
06/28/2006,Strangers with Candy,"$2,000,000","$2,072,645","$2,077,844"
06/28/2006,Superman Returns,"$232,000,000","$200,120,000","$374,085,065"
06/28/2002,Lovely and Amazing,"$250,000","$4,210,379","$4,613,482"
06/28/2002,Mr. Deeds,"$50,000,000","$126,293,452","$171,269,535"
06/28/2002,Hey Arnold! The Movie,"$10,000,000","$13,684,949","$13,684,949"
06/28/2000,The Patriot,"$110,000,000","$113,330,342","$215,300,000"
06/28/1996,Striptease,"$50,000,000","$33,109,743","$113,309,743"
06/28/1996,The Nutty Professor,"$55,000,000","$128,814,019","$273,814,019"
06/28/1991,The Naked Gun 2Â½: The Smell of Fear,"$23,000,000","$86,930,411","$86,930,411"
06/28/1985,Pale Rider,"$6,900,000","$41,410,568","$41,410,568"
06/28/1985,Red Sonja,"$17,900,000","$6,905,861","$6,908,640"
06/28/1985,St. Elmoâs Fire,"$10,000,000","$37,800,000","$37,800,000"
06/28/1978,Heaven Can Wait,"$15,000,000","$98,800,000","$98,800,000"
06/27/2014,Transformers: Age of Extinction,"$210,000,000","$245,439,076","$1,104,039,076"
06/27/2014,They Came Together,"$3,000,000",$0,"$82,780"
06/27/2014,Begin Again,"$8,000,000","$16,170,632","$68,838,736"
06/27/2014,Snowpiercer,"$40,000,000","$4,563,029","$88,069,880"
06/27/2012,Beasts of the Southern Wild,"$1,800,000","$12,795,746","$23,265,132"
06/27/2008,WALL-E,"$180,000,000","$223,808,164","$532,508,025"
06/27/2008,Wanted,"$75,000,000","$134,508,551","$342,416,460"
06/27/2007,Live Free or Die Hard,"$110,000,000","$134,529,403","$382,288,147"
06/27/2003,28 Days Laterâ¦,"$8,000,000","$45,064,915","$82,955,633"
06/27/2003,Charlie's Angels: Full Throttle,"$120,000,000","$100,814,328","$227,200,000"
06/27/2001,Baby Boy,"$16,000,000","$28,734,552","$28,734,552"
06/27/1997,Face/Off,"$80,000,000","$112,276,146","$241,200,000"
06/27/1990,Days of Thunder,"$60,000,000","$82,670,733","$157,670,733"
06/27/1986,American Anthem,"$7,000,000","$3,571,624","$3,571,624"
06/27/1973,Live and Let Die,"$7,000,000","$35,400,000","$161,800,000"
06/27/1956,Moby Dick,"$4,500,000","$10,400,000","$10,400,000"
06/27/1944,Bathing Beauty,"$2,361,000","$3,500,000","$3,500,000"
06/26/2015,Escobar: Paradise Lost,"$17,000,000","$195,792","$3,917,679"
06/26/2015,Max,"$20,000,000","$42,656,255","$43,658,157"
06/26/2015,The Algerian,"$1,300,000",$0,$0
06/26/2015,Ted 2,"$68,000,000","$81,476,385","$217,214,143"
06/26/2009,The Hurt Locker,"$15,000,000","$17,017,811","$49,894,223"
06/26/2009,Surveillance,"$3,500,000","$27,349","$1,396,395"
06/26/2009,My Sister's Keeper,"$27,500,000","$49,200,230","$96,673,002"
06/26/2009,ChÃ©ri,"$23,000,000","$2,715,657","$2,715,657"
06/26/1998,Out of Sight,"$48,000,000","$37,562,568","$77,562,568"
06/26/1998,Doctor Dolittle,"$71,500,000","$144,156,605","$294,156,605"
06/26/1998,Buffalo '66,"$1,500,000","$2,380,606","$2,380,606"
06/26/1998,Smoke Signals,"$2,000,000","$6,719,300","$7,756,617"
06/26/1987,Full Metal Jacket,"$30,000,000","$45,015,999","$45,015,999"
06/26/1981,For Your Eyes Only,"$28,000,000","$54,800,000","$195,300,000"
06/26/1981,Stripes,"$10,000,000","$85,300,000","$85,300,000"
06/26/1981,Dragonslayer,"$18,000,000","$6,000,000","$6,000,000"
06/26/1936,San Francisco,"$1,300,000","$2,868,000","$5,273,000"
06/25/2013,Hansel & Gretel Get Baked,"$4,500,000",$0,$0
06/25/2010,Les herbes folles,"$14,000,000","$403,952","$1,903,952"
06/25/2010,Kynodontas,"$323,000","$110,248","$1,373,407"
06/25/2010,Grown Ups,"$75,000,000","$162,001,186","$272,223,430"
06/25/2004,Two Brothers,"$72,000,000","$19,176,754","$62,176,754"
06/25/2004,De-Lovely,"$15,000,000","$13,337,299","$18,524,496"
06/25/2004,The Notebook,"$30,000,000","$81,001,787","$116,025,023"
06/25/1999,Big Daddy,"$30,000,000","$163,479,795","$228,641,283"
06/25/1982,Megaforce,"$18,000,000","$5,675,599","$5,675,599"
06/25/1982,Blade Runner,"$28,000,000","$32,656,328","$39,342,912"
06/25/1976,Silent Movie,"$4,400,000","$36,145,695","$36,145,695"
06/25/1976,The Omen,"$2,800,000","$48,570,885","$48,570,885"
06/25/1968,La mariÃ©e Ã©tait en noir,"$747,000","$44,566","$44,566"
06/24/2016,Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111"
06/24/2016,The Neon Demon,"$7,500,000","$1,333,124","$3,559,803"
06/24/2016,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,845,533"
06/24/2016,Free State of Jones,"$50,000,000","$20,810,036","$23,237,252"
06/24/2016,The Shallows,"$13,000,000","$55,121,623","$118,763,442"
06/24/2016,Independence Day: Resurgence,"$165,000,000","$103,144,286","$384,169,424"
06/24/2014,A Fine Step,"$1,000,000",$0,$0
06/24/2011,A Better Life,"$10,000,000","$1,759,252","$1,884,251"
06/24/2011,Cars 2,"$200,000,000","$191,450,875","$560,155,383"
06/24/2011,Bad Teacher,"$19,000,000","$100,292,856","$215,448,997"
06/24/2011,Le nom des gens,"$4,600,000","$514,237","$9,261,711"
06/24/2009,Transformers: Revenge of the Fallen,"$210,000,000","$402,111,870","$836,519,699"
06/24/2005,Rize,"$700,000","$3,278,611","$4,857,731"
06/24/2005,La marche de l'empereur,"$3,400,000","$77,437,223","$133,276,359"
06/24/2005,George A. Romero's Land of the Dead,"$18,975,000","$20,700,082","$47,751,015"
06/24/2005,Yes,"$1,700,000","$396,035","$661,221"
06/24/2005,Bewitched,"$80,000,000","$63,313,159","$131,159,306"
06/24/1994,Wyatt Earp,"$63,000,000","$25,052,000","$25,052,000"
06/24/1987,Spaceballs,"$22,700,000","$38,119,483","$38,119,483"
06/24/1983,Twilight Zone: The Movie,"$10,000,000","$29,500,000","$29,500,000"
06/24/1977,Sorcerer,"$21,600,000","$12,000,000","$12,005,968"
06/24/1970,Catch-22,"$18,000,000","$24,911,670","$24,911,670"
06/23/2017,The Big Sick,"$5,000,000","$42,872,467","$53,972,860"
06/23/2015,Crossroads,"$500,000",$0,$0
06/23/2010,Knight and Day,"$117,000,000","$76,423,035","$258,751,370"
06/23/2009,Chasseurs de dragons,"$17,000,000",$0,"$13,446,115"
06/23/2006,Say Uncle,"$2,000,000","$5,361","$5,361"
06/23/2006,Krrish,"$10,000,000","$1,430,721","$32,430,721"
06/23/2006,Click,"$82,500,000","$137,355,633","$237,685,089"
06/23/2004,Fahrenheit 9/11,"$6,000,000","$119,114,517","$221,148,959"
06/23/2004,White Chicks,"$20,000,000","$69,148,997","$111,448,997"
06/23/2000,The Woman Chaser,"$150,000","$110,719","$110,719"
06/23/2000,"Me, Myself & Irene","$51,000,000","$90,570,999","$149,270,999"
06/23/1989,Batman,"$35,000,000","$251,188,924","$411,348,924"
06/22/2018,Jurassic World: Fallen Kingdom,"$170,000,000","$417,719,760","$1,305,772,799"
06/22/2012,Seeking a Friend for the End of the World,"$10,000,000","$7,078,738","$11,766,959"
06/22/2012,Abraham Lincoln: Vampire Hunter,"$67,500,000","$37,519,139","$137,489,730"
06/22/2012,Brave,"$185,000,000","$237,282,182","$554,606,532"
06/22/2012,To Rome with Love,"$21,500,000","$16,684,352","$74,326,015"
06/22/2007,A Mighty Heart,"$15,000,000","$9,176,787","$19,153,568"
06/22/2007,Evan Almighty,"$175,000,000","$100,289,690","$174,131,329"
06/22/2007,You Kill Me,"$4,000,000","$2,426,851","$3,858,964"
06/22/2007,1408,"$22,500,000","$71,985,628","$131,263,370"
06/22/2007,Sicko,"$9,000,000","$24,538,513","$36,535,837"
06/22/2005,Herbie: Fully Loaded,"$50,000,000","$66,010,682","$144,110,682"
06/22/2001,Dr. Dolittle 2,"$72,000,000","$112,950,721","$176,101,721"
06/22/2001,The Fast and the Furious,"$38,000,000","$144,512,310","$206,512,310"
06/22/1988,Who Framed Roger Rabbit?,"$70,000,000","$154,112,492","$351,500,000"
06/22/1984,The Karate Kid,"$8,000,000","$90,815,558","$90,815,558"
06/22/1979,The Muppet Movie,"$8,000,000","$76,657,000","$76,657,000"
06/22/1979,Escape from Alcatraz,"$8,000,000","$43,000,000","$43,000,000"
06/22/1977,"New York, New York","$14,000,000","$13,800,000","$13,800,000"
06/21/2019,Burn Your Maps,"$8,000,000",$0,$0
06/21/2019,Kursk,"$40,000,000",$0,"$4,212,799"
06/21/2017,Transformers: The Last Knight,"$217,000,000","$130,168,683","$602,893,340"
06/21/2013,Monsters University,"$200,000,000","$268,488,329","$743,588,329"
06/21/2013,This Is Martin Bonner,"$42,000",$0,$0
06/21/2013,Alien Uprising,"$2,500,000",$0,$0
06/21/2013,World War Z,"$190,000,000","$202,359,711","$531,514,650"
06/21/2011,You Got Served: Beat The World,"$10,000,000",$0,"$1,230,542"
06/21/2002,Minority Report,"$102,000,000","$132,024,714","$358,824,714"
06/21/2002,Sunshine State,"$5,600,000","$3,064,356","$3,281,898"
06/21/2002,Juwanna Mann,"$15,600,000","$13,571,817","$13,771,817"
06/21/2002,Lilo & Stitch,"$80,000,000","$145,771,527","$245,800,000"
06/21/2000,Chicken Run,"$42,000,000","$106,793,915","$227,793,915"
06/21/1996,Eraser,"$100,000,000","$101,295,562","$234,400,000"
06/21/1996,The Hunchback of Notre Dame,"$100,000,000","$100,138,851","$325,500,000"
06/21/1996,Lone Star,"$5,000,000","$12,961,389","$12,961,389"
06/21/1985,Lifeforce,"$25,000,000","$11,603,545","$11,603,545"
06/21/1985,Return to Oz,"$27,000,000","$10,618,813","$10,618,813"
06/21/1972,Frenzy,"$3,500,000","$12,600,000","$12,600,000"
06/20/2014,Jersey Boys,"$40,000,000","$47,047,013","$65,282,732"
06/20/2014,Think Like a Man Too,"$24,000,000","$65,028,687","$70,027,933"
06/20/2008,Get Smart,"$80,000,000","$130,319,208","$226,739,416"
06/20/2008,Kit Kittredge: An American Girl,"$10,000,000","$17,657,973","$17,657,973"
06/20/2008,The Love Guru,"$62,000,000","$32,235,793","$40,159,017"
06/20/2008,Brick Lane,"$2,500,000","$1,094,998","$3,838,486"
06/20/2003,Alex & Emma,"$30,000,000","$14,208,384","$15,358,583"
06/20/2003,The Legend of Suriyothai,"$9,000,000","$454,255","$454,255"
06/20/2003,Hulk,"$137,000,000","$132,177,234","$245,075,434"
06/20/2003,From Justin to Kelly,"$12,000,000","$4,922,166","$4,922,166"
06/20/1997,The Last Time I Committed Suicide,"$4,000,000","$12,836","$12,836"
06/20/1997,Dream With The Fishes,"$1,000,000","$542,909","$542,909"
06/20/1997,My Best Friend's Wedding,"$46,000,000","$126,813,153","$298,923,419"
06/20/1997,Batman & Robin,"$125,000,000","$107,325,195","$238,317,814"
06/20/1980,The Blues Brothers,"$27,000,000","$57,229,890","$57,229,890"
06/20/1980,Can't Stop the Music,"$20,000,000","$2,000,000","$2,000,000"
06/20/1980,The Blue Lagoon,"$4,500,000","$47,923,795","$47,923,795"
06/20/1975,Jaws,"$12,000,000","$260,000,000","$470,700,000"
06/19/2015,The Overnight,"$200,000","$1,109,808","$1,165,996"
06/19/2015,Dope,"$7,000,000","$17,506,470","$18,190,831"
06/19/2015,Inside Out,"$175,000,000","$356,461,711","$854,235,992"
06/19/2015,Manglehorn,"$4,000,000","$132,270","$797,439"
06/19/2014,The Past is a Grotesque Animal,"$100,000","$20,056","$20,056"
06/19/2009,Whatever Works,"$15,000,000","$5,306,706","$35,106,706"
06/19/2009,DÃ¸d snÃ¸,"$800,000","$46,742","$2,194,020"
06/19/2009,Year One,"$60,000,000","$43,337,279","$57,604,723"
06/19/2009,The Proposal,"$40,000,000","$163,958,031","$314,709,717"
06/19/1998,Mulan,"$90,000,000","$120,620,254","$303,500,000"
06/19/1998,Hav Plenty,"$650,000","$2,301,777","$2,301,777"
06/19/1998,The X Files: Fight the Future,"$66,000,000","$83,898,313","$189,176,423"
06/19/1987,The Brave Little Toaster,"$2,300,000",$0,$0
06/19/1981,Superman II,"$54,000,000","$108,185,706","$108,185,706"
06/18/2010,The Killer Inside Me,"$13,000,000","$217,277","$3,617,277"
06/18/2010,8: The Mormon Proposition,"$2,500,000","$100,280","$100,280"
06/18/2010,Io sono lâamore,"$10,000,000","$5,005,465","$15,121,528"
06/18/2010,Toy Story 3,"$200,000,000","$415,004,880","$1,068,879,522"
06/18/2010,Cyrus,"$7,000,000","$7,468,936","$10,062,896"
06/18/2010,Jonah Hex,"$47,000,000","$10,547,117","$11,022,696"
06/18/2004,Grand Theft Parsons,"$1,200,000",$0,$0
06/18/2004,The Terminal,"$75,000,000","$77,073,959","$218,673,959"
06/18/2004,Dodgeball: A True Underdog Story,"$30,000,000","$114,326,736","$167,791,704"
06/18/1999,Lola rennt,"$1,750,000","$7,267,324","$22,879,194"
06/18/1999,The General's Daughter,"$60,000,000","$102,705,852","$149,705,852"
06/18/1999,An Ideal Husband,"$10,700,000","$18,542,974","$31,341,183"
06/18/1993,Last Action Hero,"$85,000,000","$50,016,394","$137,298,489"
06/18/1992,Batman Returns,"$80,000,000","$162,833,635","$266,824,291"
06/18/1986,Legal Eagles,"$40,000,000","$49,851,591","$49,851,591"
06/18/1982,Firefox,"$21,000,000","$45,785,720","$45,785,720"
06/18/1969,The Wild Bunch,"$6,000,000","$509,424","$509,424"
06/17/2016,Central Intelligence,"$50,000,000","$127,440,871","$217,194,805"
06/17/2016,Finding Dory,"$200,000,000","$486,295,561","$1,021,215,193"
06/17/2014,Beneath Hill 60,"$9,000,000",$0,"$3,440,939"
06/17/2011,Mr. Poppers's Penguins,"$55,000,000","$68,224,452","$189,624,452"
06/17/2011,Green Lantern,"$200,000,000","$116,601,172","$219,535,492"
06/17/2011,The Art of Getting By,"$4,000,000","$1,430,241","$1,989,035"
06/17/2005,My Summer of Love,"$1,700,000","$1,000,915","$4,727,375"
06/17/2005,Me and You and Everyone We Know,"$2,000,000","$3,885,134","$9,615,464"
06/17/2005,The Perfect Man,"$10,000,000","$16,535,005","$19,535,005"
06/17/1994,Wolf,"$70,000,000","$65,011,757","$131,011,757"
06/17/1983,Superman III,"$39,000,000","$59,950,623","$59,950,623"
06/17/1977,Exorcist II: The Heretic,"$14,000,000","$25,011,000","$25,011,000"
06/16/2017,Arrowhead,"$180,000",$0,$0
06/16/2017,Rough Night,"$20,000,000","$22,105,643","$46,844,357"
06/16/2017,All Eyez on Me,"$45,000,000","$44,922,302","$54,876,855"
06/16/2017,Cars 3,"$175,000,000","$152,901,115","$383,541,369"
06/16/2006,Nacho Libre,"$32,000,000","$80,197,993","$99,296,462"
06/16/2006,The Fast and the Furious: Tokyo Drift,"$85,000,000","$62,615,510","$157,794,205"
06/16/2006,The Lake House,"$40,000,000","$52,330,111","$114,830,111"
06/16/2006,Wordplay,"$500,000","$3,121,270","$3,177,636"
06/16/2006,Garfield: A Tail of Two Kitties,"$60,000,000","$28,426,747","$147,985,373"
06/16/2004,Around the World in 80 Days,"$110,000,000","$24,004,159","$72,004,159"
06/16/2000,Boys and Girls,"$16,000,000","$21,799,652","$21,799,652"
06/16/2000,Titan A.E.,"$75,000,000","$22,751,979","$36,751,979"
06/16/2000,Jesus' Son,"$2,500,000","$1,282,084","$1,687,548"
06/16/2000,Shaft,"$53,012,938","$70,327,868","$107,190,108"
06/16/1999,Tarzan,"$145,000,000","$171,091,819","$448,191,819"
06/16/1995,Batman Forever,"$100,000,000","$184,031,112","$336,529,144"
06/16/1995,The Incredibly True Adventure of Two Girls in Love,"$250,000","$2,210,408","$2,477,155"
06/16/1978,Jaws 2,"$20,000,000","$102,922,376","$208,900,376"
06/16/1978,Grease,"$6,000,000","$181,813,770","$387,510,179"
06/15/2018,Gotti,"$10,000,000","$4,286,367","$6,089,100"
06/15/2018,Tag,"$28,000,000","$54,730,625","$77,026,186"
06/15/2018,Incredibles 2,"$200,000,000","$608,581,744","$1,242,520,711"
06/15/2012,Rock of Ages,"$70,000,000","$38,518,613","$61,031,932"
06/15/2012,That's My Boy,"$57,500,000","$36,931,089","$58,085,235"
06/15/2012,Your Sister's Sister,"$120,000","$1,597,486","$3,090,593"
06/15/2007,Nancy Drew,"$20,000,000","$25,584,685","$30,703,845"
06/15/2007,The Trials of Darryl Hunt,"$200,000","$1,217","$1,217"
06/15/2007,Fido,"$8,000,000","$298,110","$456,814"
06/15/2007,Fantastic Four: Rise of the Silver Surfer,"$120,000,000","$131,921,738","$289,480,691"
06/15/2007,DOA: Dead or Alive,"$30,000,000","$480,314","$7,755,686"
06/15/2007,Pierrot le fou,"$300,000","$70,807","$71,380"
06/15/2005,Batman Begins,"$150,000,000","$205,343,774","$359,142,722"
06/15/2001,Lara Croft: Tomb Raider,"$94,000,000","$131,144,183","$273,330,185"
06/15/2001,Songcatcher,"$1,800,000","$3,050,934","$3,050,934"
06/15/1994,The Lion King,"$79,300,000","$421,785,283","$986,214,868"
06/15/1990,Dick Tracy,"$47,000,000","$103,738,726","$162,738,726"
06/15/1990,Gremlins 2: The New Batch,"$50,000,000","$41,476,097","$41,476,097"
06/15/1979,Prophecy,"$12,000,000","$22,673,340","$22,673,340"
06/15/1977,A Bridge Too Far,"$26,000,000","$50,800,000","$50,800,000"
06/15/1960,The Apartment,"$3,000,000","$18,600,000","$24,600,000"
06/14/2019,Men in Black: International,"$110,000,000","$3,100,000","$3,100,000"
06/14/2019,Shaft,"$30,000,000","$600,000","$600,000"
06/14/2013,20 Feet From Stardom,"$1,000,000","$4,946,250","$5,892,466"
06/14/2013,Man of Steel,"$225,000,000","$291,045,518","$667,999,518"
06/14/2002,Scooby-Doo,"$84,000,000","$153,294,164","$276,294,164"
06/14/2002,Windtalkers,"$115,000,000","$40,914,068","$77,628,265"
06/14/2002,The Dangerous Lives of Altar Boys,"$12,000,000","$1,779,284","$1,779,284"
06/14/2002,The Bourne Identity,"$60,000,000","$121,468,960","$214,357,371"
06/14/1996,The Cable Guy,"$47,000,000","$60,240,295","$102,825,796"
06/14/1991,Robin Hood: Prince of Thieves,"$50,000,000","$165,493,908","$390,500,000"
06/13/2018,Superfly,"$16,000,000","$20,537,137","$20,723,581"
06/13/2014,The Rover,"$8,500,000","$1,109,199","$3,180,252"
06/13/2014,How to Train Your Dragon 2,"$145,000,000","$177,002,924","$614,586,270"
06/13/2014,The Signal,"$4,000,000","$600,896","$2,665,322"
06/13/2014,Los insolitos peces gato,"$1,300,000","$11,278","$54,665"
06/13/2014,22 Jump Street,"$50,000,000","$191,719,337","$331,333,876"
06/13/2008,Baghead,"$200,000","$140,016","$140,016"
06/13/2008,The Incredible Hulk,"$137,500,000","$134,806,913","$265,573,859"
06/13/2008,The Happening,"$60,000,000","$64,506,874","$162,778,384"
06/13/2003,Tycoon,"$5,000,000","$121,016","$121,016"
06/13/2003,The Heart of Me,"$7,000,000","$196,067","$196,067"
06/13/2003,Rugrats Go Wild,"$25,000,000","$39,402,572","$55,443,032"
06/13/2003,Manito,"$25,000",$0,$0
06/13/2003,Dumb and Dumberer: When Harry Met Lloyd,"$30,000,000","$26,214,846","$26,214,846"
06/13/2003,Hollywood Homicide,"$75,000,000","$30,207,785","$50,409,753"
06/13/2001,Sexy Beast,"$4,300,000","$6,946,056","$10,158,355"
06/13/1997,Ulee's Gold,"$2,700,000","$9,054,736","$15,600,000"
06/13/1997,Hercules,"$70,000,000","$99,112,101","$250,700,000"
06/13/1997,Speed 2: Cruise Control,"$110,000,000","$48,097,081","$150,468,000"
06/13/1980,The Island,"$22,000,000","$15,716,828","$15,716,828"
06/13/1967,You Only Live Twice,"$9,500,000","$43,100,000","$111,600,000"
06/13/1962,Lolita,"$2,000,000","$9,250,000","$9,250,000"
06/13/1953,"The Beast from 20,000 Fathoms","$210,000","$5,000,000","$5,000,000"
06/12/2015,Me and Earl and the Dying Girl,"$8,000,000","$6,758,416","$9,266,180"
06/12/2015,Jurassic World,"$215,000,000","$652,270,625","$1,648,854,864"
06/12/2013,This is the End,"$32,000,000","$101,470,202","$126,539,117"
06/12/2009,"Food, Inc.","$1,000,000","$4,417,674","$4,731,944"
06/12/2009,Imagine That,"$55,000,000","$16,222,392","$22,438,144"
06/12/2009,The Taking of Pelham 123,"$110,000,000","$65,452,312","$152,364,370"
06/12/2009,Moon,"$5,000,000","$5,010,163","$10,676,073"
06/12/1998,Can't Hardly Wait,"$10,000,000","$25,358,996","$25,358,996"
06/12/1998,The Land Girls,"$8,000,000","$146,083","$146,083"
06/12/1998,"Six Days, Seven Nights","$80,000,000","$74,339,294","$164,800,000"
06/12/1998,Dirty Work,"$13,000,000","$10,020,081","$10,020,081"
06/12/1987,Predator,"$18,000,000","$59,735,548","$98,267,558"
06/12/1981,History of the World: Part I,"$11,000,000","$31,672,000","$31,672,000"
06/12/1981,Clash of the Titans,"$15,000,000","$30,000,000","$44,400,000"
06/12/1981,Raiders of the Lost Ark,"$20,000,000","$225,686,079","$367,452,079"
06/12/1968,Rosemary's Baby,"$3,200,000","$33,395,426","$33,395,426"
06/12/1963,Cleopatra,"$42,000,000","$57,000,000","$71,000,000"
06/12/1963,Donovan's Reef,"$2,686,000","$6,600,000","$6,600,000"
06/11/2010,Winter's Bone,"$2,000,000","$6,531,503","$16,131,551"
06/11/2010,Jerusalema,"$2,000,000","$7,294","$10,679"
06/11/2010,The Karate Kid,"$40,000,000","$176,591,618","$351,774,938"
06/11/2010,The A-Team,"$110,000,000","$77,222,099","$177,241,171"
06/11/2004,Garfield: The Movie,"$50,000,000","$75,367,693","$208,094,550"
06/11/2004,The Stepford Wives,"$100,000,000","$59,475,623","$96,221,971"
06/11/2004,Napoleon Dynamite,"$400,000","$44,540,956","$46,122,713"
06/11/2004,The Chronicles of Riddick,"$120,000,000","$57,712,751","$107,212,751"
06/11/1999,Le Violon rouge,"$10,000,000","$10,019,109","$10,019,109"
06/11/1993,Jurassic Park,"$63,000,000","$395,708,305","$1,038,812,584"
06/11/1982,ET: The Extra-Terrestrial,"$10,500,000","$435,110,554","$792,965,326"
06/10/2016,Warcraft,"$160,000,000","$47,225,655","$425,522,281"
06/10/2016,Genius,"$17,000,000","$1,361,045","$7,265,283"
06/10/2016,Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007"
06/10/2016,The Conjuring 2: The Enfield Poltergeist,"$40,000,000","$102,470,008","$311,262,102"
06/10/2014,Echo Dr.,"$100,000",$0,$0
06/10/2011,Super 8,"$50,000,000","$127,004,179","$257,972,745"
06/10/2011,Trolljegeren,"$3,500,000","$253,444","$5,706,638"
06/10/2005,The Adventures of Sharkboy and Lavagirl in 3-D,"$50,000,000","$39,177,684","$69,425,966"
06/10/2005,Mr. and Mrs. Smith,"$110,000,000","$186,336,279","$486,124,090"
06/10/2005,The Honeymooners,"$27,000,000","$12,834,849","$13,174,426"
06/10/2005,Hauru no ugoku shiro,"$24,000,000","$4,710,455","$237,814,327"
06/10/2005,High Tension,"$2,850,000","$3,681,066","$6,435,262"
06/10/2005,The Bridge of San Luis Rey,"$24,000,000","$49,981","$1,696,765"
06/10/1999,Austin Powers: The Spy Who Shagged Me,"$35,000,000","$206,040,085","$312,383,487"
06/10/1995,Pocahontas,"$55,000,000","$141,579,773","$347,100,000"
06/10/1994,Speed,"$30,000,000","$121,248,145","$283,200,000"
06/10/1988,Poltergeist III,"$9,500,000","$14,114,000","$14,114,000"
06/10/1983,Octopussy,"$27,500,000","$67,900,000","$187,500,000"
06/10/1975,Love and Death,"$3,000,000","$20,123,742","$20,123,742"
06/09/2017,It Comes at Night,"$5,000,000","$13,985,117","$19,720,203"
06/09/2017,The Mummy,"$195,000,000","$80,101,125","$409,953,905"
06/09/2006,Cars,"$70,000,000","$244,082,982","$461,651,246"
06/09/2006,A Prairie Home Companion,"$10,000,000","$20,342,852","$26,716,191"
06/09/2000,Gone in 60 Seconds,"$103,300,000","$101,643,008","$232,643,008"
06/09/2000,Groove,"$500,000","$1,115,313","$1,167,524"
06/09/1995,Congo,"$50,000,000","$81,022,333","$152,022,333"
06/09/1993,What's Love Got to Do With It,"$15,000,000","$39,100,956","$39,100,956"
06/09/1989,Star Trek V: The Final Frontier,"$30,000,000","$52,210,049","$70,200,000"
06/08/2018,Oceanâs 8,"$70,000,000","$140,218,711","$297,115,976"
06/08/2018,Hearts Beat Loud,"$2,000,000","$2,386,254","$2,420,962"
06/08/2018,Hotel Artemis,"$15,000,000","$6,708,137","$12,758,799"
06/08/2018,Hereditary,"$10,000,000","$44,069,456","$70,133,905"
06/08/2012,Madagascar 3: Europe's Most Wanted,"$145,000,000","$216,391,482","$746,921,271"
